銘柄コード,会社名,時価総額,PER(会予),PBR,配当利回り(会予),売上高,売上総利益率,営業CF/売上比率,販管費/売上比率,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,有利子負債/総資産,有利子負債/時価総額,純有利子負債/時価総額,DEレシオ,流動比率,総資産,現金及び預金,売上債権,売上債権回転数,棚卸資産,棚卸資産回転数,有形固定資産,固定負債,有利子負債,純有利子負債,純資産,自己資本,ネットキャッシュ,ネットキャッシュ比率
4676,フジ･メディア･HD,"575,865",,0.7,,"566,443",28.20,8.40,22.30,"33,519",5.90,"37,082",6.50,4.20,57.50,24.90,65.8,32.00,0.4,219.70,"1,523,711","87,738",,,"100,967",90.6,"568,579","435,559","379,167","184,094","887,199","875,409","291,429",19.13
4784,GMOインターネット,"43,326",8.7,8.4,0.70,"12,997",46.00,0.10,44.90,139,1.10,5,0.00,,50.00,,0.0,9.30,,181.60,"10,356","4,024","3,521",98.9,,,270,340,0,"4,025","5,246","5,176","4,024",38.86
4816,東映アニメーション,"679,950",34.9,4.7,0.90,"88,654",42.20,18.40,15.90,"23,364",26.40,"18,795",21.20,13.00,81.40,,0.0,11.60,,405.30,"177,443","78,462","25,598",105.4,"10,481",74.7,"8,279","3,098",0,"78,573","144,505","144,505","78,462",44.22
5332,TOTO,"650,493",21.0,1.2,2.60,"724,454",35.10,9.90,28.40,"48,479",6.70,"12,168",1.70,2.30,64.10,8.30,10.4,8.40,0.1,162.30,"813,924","122,750",,,"134,629",104.5,"261,418","52,737","67,873","54,877","530,404","522,058","54,877",6.74
5406,神戸製鋼所,"654,251",5.0,0.6,6.00,"2,543,142",17.10,8.10,9.80,"186,628",7.30,"109,552",4.30,9.90,38.80,32.00,140.4,109.30,0.8,158.70,"2,868,008","203,375",,,"754,597",130.7,"1,045,850","789,212","918,798","715,423","1,188,863","1,111,872","715,423",24.94
5844,京都フィナンシャルG,"662,713",18.9,0.6,2.60,"137,691",,26.70,,,,"31,572",22.90,2.90,9.30,78.60,1405.3,1405.30,8.4,,"11,852,671",,"17,094",45.3,,,"78,622",,"9,313,016","9,313,016","1,106,395","1,106,162",,
6448,ブラザー工業,"646,038",11.3,0.9,4.00,"822,930",43.20,17.10,34.00,"49,792",6.10,"31,645",3.80,4.50,74.80,0.10,0.2,28.10,0.0,327.00,"946,919","174,469","136,965",60.7,"234,436",183.0,"149,860","59,194","1,200","181,243","708,492","708,415","173,269",18.30
6460,セガサミーHD,"628,014",16.7,1.6,1.70,"467,896",42.00,14.10,29.90,"56,836",12.10,"33,055",7.10,8.60,59.30,23.70,24.4,7.80,0.4,370.60,"645,673","168,024",,,"93,502",125.9,"49,423","158,150","153,250","49,098","383,084","382,574","14,774",2.29
7167,めぶきフィナンシャルG,"628,785",11.2,0.6,2.50,"310,068",,7.60,,,,"43,366",14.00,4.40,4.50,81.70,2828.2,2828.20,18.2,,"21,764,179",,"6,225",7.3,,,"101,521",,"17,783,590","17,783,590","975,285","975,216",,
8354,ふくおかフィナンシャルG,"687,457",9.5,0.7,3.70,"404,743",,365.90,,,,"61,178",15.10,6.20,2.90,66.40,3209.9,3209.90,22.5,,"33,251,111",,"50,858",45.9,,,"214,527",,"22,066,722","22,066,722","979,678","979,364",,
8905,イオンモール,"625,807",,1.3,,"449,753",19.90,22.70,8.30,"52,146",11.60,"14,260",3.20,2.90,30.00,49.10,130.4,120.50,1.6,58.10,"1,663,276","61,699",,,,,"1,370,241","878,009","816,075","754,376","511,094","498,946","754,376",45.35
9147,NIPPON EXPRESSHD,"665,215",12.1,0.8,3.90,"2,577,643",8.60,8.80,6.10,"49,078",1.90,"31,733",1.20,3.70,37.20,34.60,119.6,66.70,0.9,123.40,"2,297,146","251,339","520,340",73.7,"12,650",2.0,"538,682","666,243","795,927","443,918","873,048","853,949","544,588",23.71
9501,東京電力HD,"665,822",,0.2,0.00,"6,810,391",,5.30,,"234,452",3.40,"161,278",2.40,4.30,25.10,41.20,926.4,785.80,1.6,52.00,"14,986,993","936,335",,,"138,926",,,"6,459,378","6,168,269","5,231,934","3,786,130","3,759,230","5,231,934",34.91
9749,富士ソフト,"617,603",,4.5,,"317,482",23.50,5.10,16.60,"22,033",6.90,"21,147",6.70,15.20,53.60,19.00,8.0,1.80,0.4,112.20,"258,699","35,660","70,922",81.5,"4,998",7.5,"102,709","7,107","49,237","11,077","141,654","138,689","13,577",5.25
1808,長谷工コーポレーション,"553,324",18.4,1.1,4.20,"1,094,421",14.70,10.50,6.80,"85,747",7.80,"56,038",5.10,11.10,40.30,32.30,73.2,40.40,0.8,289.40,"1,254,347","179,059",,,"244,508",95.6,"144,062","420,101","405,000","223,649","505,390","505,390","225,941",18.01
1942,関電工,"579,976",12.6,1.6,3.20,"671,888",13.80,2.70,5.10,"58,326",8.70,"42,380",6.30,11.50,61.00,4.50,4.7,5.80,0.1,193.70,"603,220","60,991",,,,,"132,777","23,382","27,108","33,883","380,949","367,862","33,883",5.62
2181,パーソルHD,"567,993",15.6,3.0,3.50,"1,327,123",22.70,5.90,18.60,"52,065",3.90,"29,971",2.30,16.10,35.70,17.80,16.4,1.00,0.5,119.30,"523,458","97,694","169,775",46.7,,,"10,714","61,039","93,050","5,648","203,822","186,671","4,644",0.89
2327,鉄ソリューションズ,"623,759",21.4,2.4,2.30,"338,301",24.20,11.00,12.10,"38,497",11.40,"27,049",8.00,10.40,62.00,6.90,4.7,26.70,0.1,272.60,"421,302","192,931","70,210",75.8,"32,083",45.6,"15,568","32,312","29,219","166,508","269,815","261,174","163,712",38.86
2331,綜合警備保障,"553,013",20.0,1.6,2.20,"521,400",24.10,10.80,16.60,"39,082",7.50,"27,327",5.20,8.00,57.20,8.20,8.8,3.90,0.1,199.00,"597,222","70,363",,,"14,992",13.8,"121,824","78,993","48,931","21,783","378,375","341,471","21,432",3.59
2501,サッポロHD,"610,840",55.5,3.1,0.80,"530,783",31.10,6.80,26.90,"10,416",2.00,"7,714",1.50,3.90,29.50,35.60,38.7,33.80,1.2,93.70,"664,963","24,140","99,458",68.4,"58,148",58.0,"157,799","260,799","236,584","206,266","197,157","196,030","212,444",31.95
3291,飯田GHD,"631,973",14.4,0.6,4.00,"1,439,180",14.60,1.10,10.50,"59,174",4.10,"37,204",2.60,3.80,53.00,54.40,159.5,159.40,1.0,287.90,"1,853,476",,"14,999",3.8,"827,523",245.7,"130,036","404,599","1,007,936","1,007,084","982,298","981,854",,
4183,三井化学,"594,062",10.6,0.7,4.70,"1,749,743",21.20,9.20,16.20,"74,124",4.20,"49,999",2.90,5.80,40.10,53.20,194.1,156.00,1.3,173.10,"2,165,721","186,187","346,781",72.3,"460,242",121.8,"625,004","552,019","1,153,050","926,527","990,600","867,581","966,863",44.64
4751,サイバーエージェント,"621,895",29.6,4.0,1.40,"802,996",27.50,6.60,22.30,"41,843",5.20,"16,246",2.00,10.40,29.80,17.80,15.0,18.00,0.6,214.30,"524,972","205,583",,,"10,675",6.7,"29,240","99,787","93,557","112,026","252,002","156,591","112,026",21.34
6525,KOKUSAI ELECTRIC,"654,773",19.7,3.5,1.30,"180,838",41.50,1.60,24.60,"30,745",17.00,"22,374",12.40,11.90,51.30,24.50,13.7,4.40,0.5,238.60,"366,400","60,722","42,369",85.5,"91,019",313.8,"47,341","96,326","89,825","29,103","187,901","187,901","29,103",7.94
6806,ヒロセ電機,"557,101",17.4,1.5,3.00,"165,509",43.80,24.80,22.50,"34,017",20.60,"26,480",16.00,7.00,89.00,1.40,1.0,28.60,0.0,898.30,"422,293","80,910","46,739",103.1,"24,606",96.6,"88,291","19,137","5,798","159,288","375,891","375,891","75,112",17.79
7649,スギHD,"545,069",16.0,2.2,1.20,"878,021",31.30,4.20,26.50,"42,563",4.80,"25,689",2.90,10.20,50.60,9.20,8.3,1.40,0.2,114.10,"495,116","52,788","71,764",29.8,"94,008",56.9,"119,540","28,332","45,352","7,436","250,704","250,704","7,436",1.50
7747,朝インテック,"603,144",32.1,3.8,1.10,"107,547",64.20,32.30,43.60,"22,135",20.60,"15,808",14.70,10.00,83.20,1.90,0.6,6.30,0.0,469.60,"190,130","37,564","16,561",56.2,"27,013",256.1,"60,501","11,405","3,572","37,991","158,923","158,154","33,992",17.88
8252,丸井G,"521,533",19.7,2.1,3.70,"235,227",87.40,16.20,70.00,"41,025",17.40,"24,667",10.50,10.00,21.20,63.30,140.9,127.90,3.0,214.80,"1,160,326","67,601","5,470",8.5,515,6.3,"168,371","515,656","734,638","667,037","246,141","245,752","667,037",57.49
8253,クレディセゾン,"514,598",9.4,0.7,3.30,"420,317",86.00,50.80,57.80,,,"72,987",17.40,10.20,15.20,72.90,668.3,643.30,4.8,,"4,720,440","128,918",,,,,"29,940",,"3,439,102","3,310,184","729,396","715,571","3,310,184",70.12
8572,アコム,"624,608",19.5,0.9,,"294,730",,12.50,,"86,347",29.30,"53,091",18.00,8.00,45.10,48.00,112.7,100.20,1.1,484.80,"1,466,547","78,053",,,,,"7,988","464,700","704,200","626,147","713,550","661,857","626,147",42.70
9007,小田急電鉄,"552,692",12.6,1.2,1.90,"409,837",31.30,17.50,18.90,"50,766",12.40,"81,524",19.90,17.30,36.10,47.90,113.4,104.70,1.3,47.50,"1,307,734","47,824",,,"7,994",10.4,"1,020,838","485,453","626,681","578,857","472,704","471,716","578,857",44.26
9041,近鉄GHD,"588,399",13.1,1.1,1.60,"1,629,529",19.20,9.20,13.80,"87,430",5.40,"48,073",3.00,8.70,22.10,50.50,214.1,168.30,2.3,102.60,"2,495,610","263,723",,,"23,539",6.5,"1,367,202","1,133,096","1,259,595","990,024","618,167","550,652","995,872",39.90
9142,九州旅客鉄道,"583,160",13.8,1.3,2.50,"420,402",39.30,21.20,28.10,"47,094",11.20,"38,445",9.10,8.50,40.00,37.90,73.1,59.40,0.9,118.70,"1,125,684","44,066",,,"79,018",113.1,"739,230","477,299","426,379","346,285","452,167","450,683","382,313",33.96
9508,九州電力,"630,612",5.3,0.6,3.70,"2,356,833",,18.30,,"199,564",8.50,"128,766",5.50,12.90,17.30,58.20,533.3,475.80,3.4,84.30,"5,774,025","362,577",,,"89,698",,,"3,666,493","3,362,954","3,000,377","1,031,280","999,470","3,000,377",51.96
2002,清製粉G本社,"549,039",14.1,1.1,3.00,"858,248",21.50,8.50,15.90,"47,791",5.60,"31,743",3.70,6.20,61.50,9.80,14.8,6.00,0.2,233.90,"829,634","108,693",,,"126,080",68.3,"250,933","143,804","81,466","32,822","528,173","510,365","27,227",3.28
2282,本ハム,"540,172",20.8,1.0,2.50,"1,303,432",15.60,6.60,13.20,,,"28,078",2.20,5.30,53.40,25.60,47.3,30.50,0.5,152.50,"996,108","84,458","191,012",53.5,"141,226",46.9,"370,620","143,242","255,353","164,692","545,013","531,693","170,895",17.16
3391,ツルハHD,"549,440",22.2,2.0,2.40,"845,603",30.50,7.60,26.00,"37,894",4.50,"17,207",2.00,6.10,48.20,10.90,11.6,5.30,0.2,146.50,"583,362","92,739","41,180",17.8,"149,194",92.6,"137,942","70,338","63,764","28,975","306,377","281,238","28,975",4.97
3405,クラレ,"543,449",12.1,0.7,3.20,"826,895",32.40,16.70,22.10,"85,081",10.30,"31,724",3.80,4.20,59.20,18.90,45.0,22.60,0.3,285.20,"1,291,238","118,068","166,589",73.5,"256,828",167.6,"540,385","311,216","244,282","122,590","781,790","764,013","126,214",9.77
4005,住友化学,"584,958",23.4,0.6,2.50,"2,446,893",20.40,2.10,36.30,"488,826",20.00,"311,838",12.70,,25.30,62.80,401.4,349.10,2.5,123.70,"3,739,477","258,301","568,873",84.9,"708,545",132.8,"796,654","1,191,130","2,347,803","2,042,149","1,152,767","947,894","2,089,502",55.88
4021,産化学,"585,520",14.3,2.6,3.80,"226,705",46.20,14.90,25.00,"48,201",21.30,"38,033",16.80,16.90,68.40,11.10,6.3,1.30,0.2,242.90,"329,761","29,202",,,"90,589",271.2,"77,850","16,407","36,656","7,454","228,814","225,639","7,454",2.26
4062,イビデン,"570,305",22.8,1.1,1.00,"370,511",27.70,39.20,14.80,"47,568",12.80,"31,490",8.50,6.20,46.10,31.00,60.2,2.70,0.7,177.70,"1,105,682","358,431","3,373",3.3,"73,136",99.6,"476,005","294,966","343,193","15,238","516,316","509,537","15,238",1.38
4527,ロート製薬,"551,753",17.1,2.2,1.50,"270,840",58.10,12.60,43.30,"40,048",14.80,"30,936",11.40,12.10,63.30,9.60,7.0,4.20,0.2,192.60,"403,859","61,713","54,581",73.6,"61,255",196.9,"86,824","30,007","38,806","22,907","267,179","255,689","22,907",5.67
4733,オービックビジネスコンサルタント,"535,401",30.9,3.4,1.50,"46,984",83.70,37.60,37.40,"21,744",46.30,"16,182",34.40,10.20,76.20,,0.0,30.10,,406.40,"208,638","161,057","8,975",69.7,73,3.5,"1,217","6,917",0,"161,058","158,990","158,990","161,057",77.19
5444,大和工業,"521,607",13.0,0.9,4.80,"168,268",17.50,42.20,10.70,"11,493",6.80,"31,833",18.90,5.70,84.80,0.30,0.4,42.80,0.0,1227.40,"657,481","224,968","24,054",52.2,"55,218",145.3,"115,119","29,275","1,956","223,012","602,940","557,573","223,012",33.92
6417,三共,"470,841",9.1,1.7,4.70,"199,099",55.60,23.90,19.20,"72,495",36.40,"53,791",27.00,19.50,82.40,,0.0,44.10,,611.90,"333,938","147,493",,,"20,172",83.3,"27,115","9,253",0,"207,483","276,763","275,173","147,493",44.17
6753,シャープ,"553,788",,3.8,,"2,321,921",15.00,5.40,15.90,"20,343",0.90,"149,980",6.50,,9.30,35.20,99.9,55.60,3.8,117.50,"1,572,907","245,763",,,"267,882",49.5,"256,442","541,277","553,432","307,669","160,922","145,680","307,669",19.56
7163,住信SBIネット銀行,"559,403",20.0,3.4,0.50,"118,572",,464.80,,,,"24,845",21.00,15.10,1.40,88.10,1822.0,1822.00,62.0,,"11,563,192",,"202,592",623.6,,,"4,365",,"10,192,403","10,192,403","164,396","164,396",,
7211,三菱自動車工業,"533,389",15.2,0.5,3.80,"2,789,589",20.40,5.00,13.50,"190,971",6.80,"154,709",5.50,15.90,42.40,13.80,59.4,15.70,0.3,136.80,"2,289,678","400,163",,,"456,556",75.0,"518,800","223,678","316,669","83,494","1,013,435","971,718","83,494",3.65
7276,小糸製作所,"518,546",23.6,0.8,3.10,"916,709",10.50,9.60,5.70,"44,873",4.90,"46,240",5.00,7.40,70.50,0.60,1.1,52.10,0.0,315.20,"889,952","270,845","142,519",56.7,"95,100",42.3,"209,643","36,726","5,728","270,419","679,865","627,105","265,117",29.79
8056,BIPROGY,"532,834",18.4,3.2,2.20,"404,010",26.20,11.10,16.70,"39,066",9.70,"26,965",6.70,16.00,51.10,12.90,8.0,4.70,0.3,160.50,"330,876","64,801","87,949",79.5,"15,842",19.4,"13,056","36,929","42,599","24,866","171,297","169,050","22,202",6.71
8060,キヤノンマーケティングジャパン,"550,744",13.9,1.4,3.00,"653,919",32.20,7.30,24.10,"53,123",8.10,"39,315",6.00,10.30,73.30,0.70,0.6,29.30,0.0,271.20,"520,763","163,433",,,"43,475",35.8,"86,930","17,059","3,424","161,509","382,409","381,484","160,009",30.73
8804,東京建物,"539,582",9.8,1.0,3.80,"463,724",27.30,4.10,10.10,"79,670",17.20,"65,882",14.20,12.30,25.80,58.20,224.3,203.70,2.3,245.40,"2,081,226","111,141",,,"429,832",465.4,"974,614","1,235,913","1,210,519","1,099,378","547,524","536,066","1,099,378",52.82
9962,ミスミG本社,"539,754",16.9,1.5,2.10,"401,987",46.50,15.00,35.00,"46,480",11.60,"36,549",9.10,10.50,83.20,1.80,1.4,28.10,0.0,612.60,"419,574","159,296","78,390",71.2,"69,652",118.2,"52,522","15,634","7,536","151,760","352,064","349,285","151,760",36.17
9989,サンドラッグ,"549,278",18.0,2.1,2.80,"751,777",25.20,5.50,19.70,"40,996",5.50,"29,126",3.90,11.10,60.50,7.70,6.1,4.80,0.1,164.70,"434,032","60,126","30,360",14.7,"99,918",64.8,"130,730","41,965","33,541","26,585","262,746","262,746","26,585",6.13
2371,カカクコム,"513,806",25.9,9.0,,"66,928",,29.20,,"25,819",38.60,"18,095",27.00,31.80,62.00,5.30,0.9,7.50,0.1,228.30,"91,749","42,969","13,211",72.0,,,"2,243","4,279","4,856","38,539","57,152","56,868","38,113",41.54
2871,ニチレイ,"489,967",18.8,1.9,2.40,"680,091",17.70,9.20,12.20,"36,911",5.40,"24,495",3.60,9.40,50.80,22.50,23.5,16.40,0.4,153.00,"511,815","34,402","120,101",64.5,"55,619",36.3,"211,947","90,148","114,921","80,519","275,066","259,908","80,519",15.73
3141,ウエルシアHD,"523,420",,2.1,,"1,285,005",30.40,3.70,27.50,"36,409",2.80,"14,958",1.20,6.00,42.80,14.00,15.5,8.80,0.3,118.70,"579,985","35,011","68,376",19.4,"149,011",60.8,"180,756","88,882","81,249","46,238","254,486","248,501","46,238",7.97
3774,インターネットイニシアティブ,"479,178",23.3,3.5,1.30,"276,080",23.10,14.80,12.60,"29,029",10.50,"19,831",7.20,14.50,44.40,10.90,7.0,0.90,0.2,116.60,"307,666","34,814","47,080",62.2,"6,505",11.2,"32,897","60,052","33,635","4,340","137,921","136,548","1,179",0.38
4004,レゾナック･HD,"482,806",18.6,0.7,2.40,"1,391,480",22.40,11.80,17.50,"89,036",6.40,"73,503",5.30,11.10,30.60,47.10,212.0,145.10,1.5,179.00,"2,172,626","294,656",,,"220,812",74.6,"670,776","985,447","1,023,706","700,315","692,006","664,616","729,050",33.56
4403,油,"505,993",14.5,1.8,2.00,"222,252",35.80,13.50,16.80,"42,142",19.00,"33,990",15.30,12.40,79.60,1.20,0.8,14.80,0.0,415.90,"344,908","79,187","4,131",6.8,"63,605",162.6,"78,431","20,205","4,191","74,996","275,528","274,590","74,996",21.74
4536,参天製薬,"503,152",15.5,1.8,2.40,"301,965",59.20,24.10,30.30,"38,541",12.80,"26,642",8.80,9.40,71.30,,0.0,15.60,,261.20,"398,307","77,851","69,066",83.5,"49,998",148.1,"74,387","36,567",0,"78,686","283,211","284,028","77,851",19.55
5021,コスモエネルギーHD,"500,970",6.3,0.9,5.60,"2,729,570",11.70,6.50,6.20,"149,200",5.50,"82,060",3.00,14.00,25.70,29.30,133.7,105.00,1.1,109.40,"2,287,420","144,049","401,617",53.7,"469,102",71.0,"874,926","472,183","669,835","525,786","720,007","586,863","525,786",22.99
5101,横浜ゴム,"506,993",6.2,0.6,3.20,"1,094,746",35.60,8.60,23.30,"119,157",10.90,"74,919",6.80,8.40,51.50,25.20,86.4,57.70,0.5,200.00,"1,735,544","136,215","281,020",93.7,"280,633",145.3,"517,516","456,684","438,022","292,748","904,013","893,971","301,807",17.39
5333,本碍子,"527,132",9.6,0.7,3.70,"619,513",28.40,15.60,15.30,"81,241",13.10,"54,933",8.90,7.60,63.00,22.10,47.9,2.20,0.4,373.90,"1,142,986","197,974","121,471",71.6,"241,936",199.1,"356,636","236,567","252,241","11,628","727,506","719,804","54,267",4.75
5830,いよぎんHD,"460,268",9.2,0.5,2.60,"192,758",,153.80,,,,"39,464",20.50,4.70,9.00,75.30,1531.5,1531.50,8.4,,"9,358,841",,"4,137",7.8,,,"80,860",,"7,048,957","7,048,957","844,138","843,727",,
6370,栗田工業,"527,531",26.0,1.5,,"384,825",34.30,13.20,23.30,"41,232",10.70,"29,189",7.60,8.40,61.50,23.20,25.0,12.30,0.4,164.50,"568,178","61,168","127,293",120.7,"22,908",33.1,"205,828","80,850","131,688","64,697","351,999","349,466","70,520",12.41
6963,ローム,"510,460",,0.5,3.80,"467,780",31.10,17.70,21.90,"43,327",9.30,"53,965",11.50,5.60,63.60,26.40,78.4,24.30,0.4,294.30,"1,517,346","267,739","83,584",65.2,"226,225",256.4,"510,171","342,790","400,000","124,261","965,128","964,485","132,261",8.72
7261,マツダ,"550,295",3.9,0.3,6.30,"4,827,662",21.50,8.70,16.30,"250,503",5.20,"207,696",4.30,11.60,45.20,17.60,127.0,67.10,0.4,156.00,"3,967,102","962,348","129,721",9.8,"736,630",71.0,"1,221,048","783,571","699,077","369,271","1,811,972","1,793,726","263,271",6.64
7459,メディパルHD,"507,294",,0.8,2.50,"3,558,732",6.90,1.70,5.60,"47,330",1.30,"41,474",1.20,6.60,32.00,,0.0,49.20,,123.20,"1,955,574","249,164","839,259",86.1,"217,697",24.0,"267,729","59,748",0,"249,460","763,769","625,994","249,164",12.74
7951,ヤマハ,"511,028",37.9,1.0,,"462,866",37.00,9.50,29.70,"28,999",6.30,"29,642",6.40,6.00,77.90,2.60,3.2,20.40,0.0,377.10,"634,129","114,828","83,785",66.1,"164,824",206.2,"120,595","38,879","16,248","104,241","495,322","493,996","98,580",15.55
8359,八十二銀行,"463,836",11.6,0.5,3.40,"212,201",,214.40,,,,"37,071",17.50,3.60,7.40,70.10,2099.4,2099.40,9.5,,"13,881,495",,"112,018",192.7,,,"37,853",,"9,737,689","9,737,689","1,034,043","1,029,542",,
9001,東武鉄道,"534,388",10.7,1.0,2.40,"631,461",31.30,14.30,19.50,"74,604",11.80,"51,330",8.10,9.30,31.60,44.40,145.8,139.20,1.4,40.30,"1,753,200","35,110","69,342",40.1,,,"1,410,893","753,713","779,054","743,944","560,753","554,508","743,944",42.43
9468,KADOKAWA,"497,919",55.3,2.5,0.80,"258,109",33.60,3.20,26.40,"18,454",7.10,"11,384",4.40,5.80,55.40,7.50,5.3,12.70,0.1,192.20,"353,076","89,125","70,814",100.1,"37,533",79.9,"67,327","15,997","26,589","63,258","221,877","195,510","62,536",17.71
9506,東北電力,"521,417",3.9,0.5,3.80,"2,644,912",,15.50,,"280,332",10.60,"182,807",6.90,18.60,18.30,54.30,562.3,471.30,3.0,99.20,"5,398,213","474,520","221,095",30.5,"78,861",,,"3,237,736","2,932,039","2,457,519","1,008,809","985,184","2,457,519",45.52
1969,高砂熱学工業,"427,061",15.5,2.5,2.60,"363,366",16.50,3.60,9.80,"24,192",6.70,"19,612",5.40,11.50,50.10,8.50,6.8,1.80,0.2,171.80,"339,666","36,706","8,966",9.0,,,"23,636","21,094","28,946","7,760","173,752","170,170","7,760",2.28
2432,ディー･エヌ･エー,"407,607",,1.8,,"136,733",44.60,7.90,44.40,"28,270",20.70,"28,682",21.00,,64.80,12.50,10.9,7.30,0.2,268.90,"354,007","73,677","38,169",101.9,,,"7,219","71,318","44,423","29,852","239,284","229,332","29,254",8.26
2579,コカ･コーラボトラーズジャパンHD,"419,925",38.2,0.9,2.40,"892,681",45.10,5.50,43.60,"13,390",1.50,"7,389",0.80,1.70,58.50,32.30,58.7,43.30,0.6,177.00,"762,709","64,300","109,798",44.9,"76,045",56.6,"376,766","167,721","246,367","181,806","446,732","446,515","182,067",23.87
2809,キユーピー,"460,929",15.8,1.5,1.90,"483,985",30.50,13.00,23.40,"34,329",7.10,"21,419",4.40,6.80,68.80,1.70,1.7,16.20,0.0,216.00,"454,629","65,849","61,472",46.4,"41,224",44.8,"148,262","24,008","7,689","74,660","342,962","312,811","58,160",12.79
3086,J.フロントリテイリング,"448,569",15.0,1.1,3.10,"441,877",48.10,19.40,36.00,"58,199",13.20,"41,424",9.40,10.10,35.20,43.00,111.5,97.30,1.2,70.60,"1,164,147","54,975","156,663",129.4,"12,662",20.2,"469,417","399,570","500,305","436,640","423,235","409,647","445,330",38.25
4088,エア･ウォーター,"449,974",9.0,0.9,3.30,"1,024,540",21.50,7.80,15.50,"68,272",6.70,"44,360",4.30,8.60,40.80,60.60,170.0,152.90,1.5,138.20,"1,261,177","65,012","237,822",84.7,"108,055",49.0,"511,767","391,943","764,819","687,977","533,559","514,404","699,807",55.49
4182,三菱瓦斯化学,"438,330",9.1,0.7,4.30,"813,417",21.30,9.00,15.50,"47,337",5.80,"38,818",4.80,5.80,59.70,17.30,44.5,28.10,0.3,176.10,"1,124,867","71,880",,,"209,345",119.3,"354,381","150,799","194,979","123,099","702,048","672,071","123,099",10.94
4912,ライオン,"478,564",19.1,1.6,1.70,"412,943",45.70,10.60,39.30,"28,387",6.90,"21,197",5.10,7.20,59.10,6.00,6.2,18.70,0.1,176.60,"497,167","102,240","76,197",67.4,"53,252",86.7,"128,143","39,094","29,736","89,395","315,694","293,718","72,504",14.58
5110,住友ゴム工業,"487,390",10.8,0.7,3.80,"1,211,856",29.60,8.60,22.30,"11,186",0.90,"9,865",0.80,1.50,48.90,18.80,51.8,30.70,0.4,180.70,"1,341,123","100,382","221,679",66.8,"290,947",124.4,"444,047","294,698","252,442","149,798","675,810","656,134","152,060",11.34
5233,太平洋セメント,"430,258",7.7,0.7,2.10,"886,275",21.70,15.90,15.30,"56,470",6.40,"43,272",4.90,7.20,43.20,27.90,90.1,68.70,0.6,108.00,"1,391,368","91,924","47,539",19.6,"128,064",67.3,"679,057","331,163","387,595","295,671","635,202","601,311","295,671",21.25
5938,LIXIL,"469,980",58.7,0.8,5.50,"1,504,697",33.10,6.60,31.00,"29,687",2.00,"2,001",0.10,0.30,33.70,57.90,225.5,197.70,1.7,122.60,"1,830,804","123,527","283,914",68.9,"243,926",88.5,"365,552","638,951","1,060,009","929,306","620,070","617,886","936,482",51.15
5947,リンナイ,"458,350",16.2,1.2,2.50,"430,186",32.00,10.10,22.90,"39,362",9.10,"26,667",6.20,6.80,68.20,,0.0,32.50,,351.70,"574,650","140,801","13,190",11.2,"79,605",99.4,"149,593","36,017",0,"149,005","443,085","391,753","140,801",24.50
6113,アマダ,"470,618",13.1,0.9,4.30,"403,500",43.40,11.80,29.50,"56,507",14.00,"40,638",10.10,7.80,80.20,2.00,2.8,23.00,0.0,386.10,"653,146","95,600","123,859",112.0,"152,764",244.2,"180,385","18,161","13,093","108,355","528,791","524,110","82,507",12.63
6406,フジテック,"437,037",30.8,2.9,2.90,"229,401",21.10,7.60,14.70,"14,571",6.40,"17,830",7.80,11.90,58.60,2.20,1.3,15.90,0.0,227.30,"254,940","75,131",,,"23,379",47.1,"42,326","7,467","5,496","69,635","164,535","149,370","69,635",27.31
6481,THK,"428,320",23.8,1.1,,"352,759",23.20,8.10,18.30,"17,349",4.90,"10,439",3.00,2.70,67.60,17.00,22.5,10.20,0.3,403.80,"567,418","138,293","81,474",84.3,"91,660",123.5,"203,783","96,693","96,514","43,781","389,795","383,646","41,779",7.36
7731,ニコン,"477,236",106.1,0.7,3.60,"717,245",43.20,4.30,37.40,"39,776",5.50,"32,570",4.50,4.80,58.50,25.10,60.8,25.70,0.4,218.90,"1,155,924","164,920","121,911",62.0,"332,207",297.8,"153,372","183,144","290,346","122,598","677,085","675,760","125,426",10.85
8334,群馬銀行,"422,732",,0.7,4.10,"200,356",,196.90,,,,"31,125",15.50,5.50,5.30,81.30,2040.7,2040.70,15.2,,"10,611,961",,,,,,"64,628",,"8,626,699","8,626,699","567,224","567,224",,
9008,京王電鉄,"476,002",11.6,1.1,2.50,"408,694",23.70,12.80,13.00,"43,840",10.70,"29,243",7.20,7.00,38.00,41.90,96.9,79.60,1.1,108.20,"1,102,542","82,475",,,"131,296",153.7,"695,861","429,983","461,453","378,978","419,008","418,897","378,978",34.37
9513,電源開発,"462,037",5.3,0.4,4.00,"1,257,998",,20.20,4.30,"105,704",8.40,"77,774",6.20,6.10,35.60,46.70,364.4,296.20,1.3,183.40,"3,603,255","315,271",,,"84,419",,,"1,813,768","1,683,819","1,368,548","1,404,299","1,283,367","1,368,548",37.98
9831,ヤマダHD,"318,744",11.3,0.5,2.80,"1,592,009",28.50,3.40,25.90,"41,489",2.60,"24,055",1.50,3.80,45.60,23.90,104.3,81.60,0.5,133.70,"1,389,558","72,161","98,020",22.5,"465,243",149.2,"447,025","201,870","332,403","260,242","640,672","633,096","260,242",18.73
