銘柄コード,会社名,時価総額,PER(会予),PBR,売上高,売上総利益率,営業CF/売上比率,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,有利子負債/総資産,有利子負債/時価総額,純有利子負債/時価総額,DEレシオ,流動比率,総資産,現金及び預金,売上債権,売上債権回転数,棚卸資産,棚卸資産回転数,有形固定資産,固定負債,有利子負債,純有利子負債,純資産,自己資本,フリーCF,研究開発/売上比率,固定ネットキャッシュ,固定ネットキャッシュ比率,ネットキャッシュ,ネットキャッシュ比率,有形固定資産/総資産,固定負債/総資産,配当性向,投資CF / 営業CF（3年平均）,セクター数
6448,ブラザー工業,646038,11.3,0.9,822930,43.2,17.1,49792,6.1,31645,3.8,4.5,74.8,0.1,0.2,28.1,0,327,946919,174469,136965,60.7,234436,183,149860,59194,1200,181243,708492,708415,93543,5.8,115275,12.17369173,173269,18.29818601,15.82606326,6.251221065,46.70,-49.92,6
6460,セガサミーHD,628014,16.7,1.6,467896,42,14.1,56836,12.1,33055,7.1,8.6,59.3,23.7,24.4,7.8,0.4,370.6,645673,168024,,,93502,125.9,49423,158150,153250,49098,383084,382574,54718,13.1,9874,1.52925707,14774,2.28815515,7.654493838,24.49382272,24.80,-98.35,3
9147,NIPPON EXPRESSHD,665215,12.1,0.8,2577643,8.6,8.8,49078,1.9,31733,1.2,3.7,37.2,34.6,119.6,66.7,0.9,123.4,2297146,251339,520340,73.7,12650,2,538682,666243,795927,443918,873048,853949,154870,,-414904,-18.06171658,-544588,-23.70715662,23.45005498,29.00307599,82.30,-27.65,3
1808,長谷工コーポレーション,553324,18.4,1.1,1094421,14.7,10.5,85747,7.8,56038,5.1,11.1,40.3,32.3,73.2,40.4,0.8,289.4,1254347,179059,,,244508,95.6,144062,420101,405000,223649,505390,505390,90865,0.3,-241042,-19.21653259,-225941,-18.01263925,11.4850197,33.49160958,67.40,-190.54,4
1942,関電工,579976,12.6,1.6,671888,13.8,2.7,58326,8.7,42380,6.3,11.5,61,4.5,4.7,5.8,0.1,193.7,603220,60991,,,,,132777,23382,27108,33883,380949,367862,3375,,37609,6.234707072,33883,5.617021982,22.0113723,3.876197739,39.50,-78.88,2
2181,パーソルHD,567993,15.6,3,1327123,22.7,5.9,52065,3.9,29971,2.3,16.1,35.7,17.8,16.4,1,0.5,119.3,523458,97694,169775,46.7,,,10714,61039,93050,5648,203822,186671,62267,,36655,7.002472023,4644,0.8871771947,2.046773571,11.66072541,59.40,-33.19,6
2327,鉄ソリューションズ,623759,21.4,2.4,338301,24.2,11,38497,11.4,27049,8,10.4,62,6.9,4.7,26.7,0.1,272.6,421302,192931,70210,75.8,32083,45.6,15568,32312,29219,166508,269815,261174,33694,,160619,38.1244333,163712,38.858586,3.695211511,7.669557704,50.06,62.63,2
2331,綜合警備保障,553013,20,1.6,521400,24.1,10.8,39082,7.5,27327,5.2,8,57.2,8.2,8.8,3.9,0.1,199,597222,70363,,,14992,13.8,121824,78993,48931,21783,378375,341471,40569,0.1,-8630,-1.445023793,21432,3.588615289,20.3984448,13.22673981,46.60,-43.94,6
4183,三井化学,594062,10.6,0.7,1749743,21.2,9.2,74124,4.2,49999,2.9,5.8,40.1,53.2,194.1,156,1.3,173.1,2165721,186187,346781,72.3,460242,121.8,625004,552019,1153050,926527,990600,867581,7348,2.6,-365832,-16.89192652,-966863,-44.64393151,28.85893428,25.48892494,87.90,-85.36,5
4751,サイバーエージェント,621895,29.6,4,802996,27.5,6.6,41843,5.2,16246,2,10.4,29.8,17.8,15,18,0.6,214.3,524972,205583,,,10675,6.7,29240,99787,93557,112026,252002,156591,38994,0.7,105796,20.15269386,112026,21.33942382,5.569820867,19.00806138,50.70,-119.70,5
6525,KOKUSAI ELECTRIC,654773,19.7,3.5,180838,41.5,1.6,30745,17,22374,12.4,11.9,51.3,24.5,13.7,4.4,0.5,238.6,366400,60722,42369,85.5,91019,313.8,47341,96326,89825,29103,187901,187901,9033,,-35604,-9.717248908,-29103,-7.942958515,12.9205786,26.28984716,23.80,-66.53,2
6806,ヒロセ電機,557101,17.4,1.5,165509,43.8,24.8,34017,20.6,26480,16,7,89,1.4,1,28.6,0,898.3,422293,80910,46739,103.1,24606,96.6,88291,19137,5798,159288,375891,375891,8985,4.8,61773,14.62799525,75112,17.7867026,20.90752155,4.531687714,50.20,-35.42,3
7649,スギHD,545069,16,2.2,878021,31.3,4.2,42563,4.8,25689,2.9,10.2,50.6,9.2,8.3,1.4,0.2,114.1,495116,52788,71764,29.8,94008,56.9,119540,28332,45352,7436,250704,250704,10905,,24456,4.939448533,7436,1.501870269,24.143837,5.722295381,24.65,-76.71,1
7747,朝インテック,603144,32.1,3.8,107547,64.2,32.3,22135,20.6,15808,14.7,10,83.2,1.9,0.6,6.3,0,469.6,190130,37564,16561,56.2,27013,256.1,60501,11405,3572,37991,158923,158154,24164,10.8,26159,13.75848104,33992,17.8782938,31.82085941,5.998527323,35.00,-77.36,2
8252,丸井G,521533,19.7,2.1,235227,87.4,16.2,41025,17.4,24667,10.5,10,21.2,63.3,140.9,127.9,3,214.8,1160326,67601,5470,8.5,515,6.3,168371,515656,734638,667037,246141,245752,23214,,-448055,-38.61457901,-667037,-57.48703382,14.51066338,44.4406141,74.00,-108.32,2
8253,クレディセゾン,514598,9.4,0.7,420317,86,50.8,,,72987,17.4,10.2,15.2,72.9,668.3,643.3,4.8,,4720440,128918,,,,,29940,0,3439102,3310184,729396,715571,232677,,128918,2.731058969,-3310184,-70.12447992,0.6342629077,0,28.40,,6
8572,アコム,624608,19.5,0.9,294730,,12.5,86347,29.3,53091,18,8,45.1,48,112.7,100.2,1.1,484.8,1466547,78053,,,,,7988,464700,704200,626147,713550,661857,41394,,-386647,-26.36444655,-626147,-42.69532446,0.5446808046,31.68667625,68.30,,5
9007,小田急電鉄,552692,12.6,1.2,409837,31.3,17.5,50766,12.4,81524,19.9,17.3,36.1,47.9,113.4,104.7,1.3,47.5,1307734,47824,,,7994,10.4,1020838,485453,626681,578857,472704,471716,11295,0.1,-437629,-33.46468013,-578857,-44.26412405,78.06159357,37.12169294,26.80,-8.61,4
9041,近鉄GHD,588399,13.1,1.1,1629529,19.2,9.2,87430,5.4,48073,3,8.7,22.1,50.5,214.1,168.3,2.3,102.6,2495610,263723,,,23539,6.5,1367202,1133096,1259595,990024,618167,550652,93758,,-869373,-34.83609218,-995872,-39.9049531,54.7842812,45.40356867,20.40,-51.10,6
9142,九州旅客鉄道,583160,13.8,1.3,420402,39.3,21.2,47094,11.2,38445,9.1,8.5,40,37.9,73.1,59.4,0.9,118.7,1125684,44066,,,79018,113.1,739230,477299,426379,346285,452167,450683,44624,0.1,-433233,-38.48620039,-382313,-33.96272844,65.66940633,42.40079809,35.10,-127.89,5
9508,九州電力,630612,5.3,0.6,2356833,,18.3,199564,8.5,128766,5.5,12.9,17.3,58.2,533.3,475.8,3.4,84.3,5774025,362577,,,89698,,0,3666493,3362954,3000377,1031280,999470,77742,,-3303916,-57.22032724,-3000377,-51.96335312,0,63.49977702,19.20,-98.44,7
2002,清製粉G本社,549039,14.1,1.1,858248,21.5,8.5,47791,5.6,31743,3.7,6.2,61.5,9.8,14.8,6,0.2,233.9,829634,108693,,,126080,68.3,250933,143804,81466,32822,528173,510365,44003,0.9,-35111,-4.23210717,27227,3.281808605,30.24622906,17.33342655,46.90,-43.09,4
2282,本ハム,540172,20.8,1,1303432,15.6,6.6,,,28078,2.2,5.3,53.4,25.6,47.3,30.5,0.5,152.5,996108,84458,191012,53.5,141226,46.9,370620,143242,255353,164692,545013,531693,86586,0.2,-58784,-5.901368125,-170895,-17.15627221,37.2068089,14.38016761,51.30,-83.06,4
3391,ツルハHD,549440,22.2,2,845603,30.5,7.6,37894,4.5,17207,2,6.1,48.2,10.9,11.6,5.3,0.2,146.5,583362,92739,41180,17.8,149194,92.6,137942,70338,63764,28975,306377,281238,44533,,22401,3.839982721,28975,4.96689877,23.64603797,12.05735032,75.50,-72.91,5
3405,クラレ,543449,12.1,0.7,826895,32.4,16.7,85081,10.3,31724,3.8,4.2,59.2,18.9,45,22.6,0.3,285.2,1291238,118068,166589,73.5,256828,167.6,540385,311216,244282,122590,781790,764013,66911,3.1,-193148,-14.95835779,-126214,-9.774650374,41.85014691,24.10214074,56.10,-65.08,6
4005,住友化学,584958,23.4,0.6,2446893,20.4,2.1,488826,20,311838,12.7,,25.3,62.8,401.4,349.1,2.5,123.7,3739477,258301,568873,84.9,708545,132.8,796654,1191130,2347803,2042149,1152767,947894,204190,7.5,-932829,-24.94544023,-2089502,-55.87685123,21.30388822,31.85285001,38.20,-15.82,6
4021,産化学,585520,14.3,2.6,226705,46.2,14.9,48201,21.3,38033,16.8,16.9,68.4,11.1,6.3,1.3,0.2,242.9,329761,29202,,,90589,271.2,77850,16407,36656,7454,228814,225639,13523,7.6,12795,3.880082848,-7454,-2.260424974,23.60800701,4.975421593,55.50,-43.64,6
4062,イビデン,570305,22.8,1.1,370511,27.7,39.2,47568,12.8,31490,8.5,6.2,46.1,31,60.2,2.7,0.7,177.7,1105682,358431,3373,3.3,73136,99.6,476005,294966,343193,15238,516316,509537,58809,5.5,63465,5.739896281,15238,1.378153936,43.05080484,26.67729058,16.60,-88.64,3
4527,ロート製薬,551753,17.1,2.2,270840,58.1,12.6,40048,14.8,30936,11.4,12.1,63.3,9.6,7,4.2,0.2,192.6,403859,61713,54581,73.6,61255,196.9,86824,30007,38806,22907,267179,255689,25333,5,31706,7.850759795,22907,5.672029099,21.49859233,7.430068415,26.40,-116.37,4
4733,オービックビジネスコンサルタント,535401,30.9,3.4,46984,83.7,37.6,21744,46.3,16182,34.4,10.2,76.2,0,0,30.1,,406.4,208638,161057,8975,69.7,73,3.5,1217,6917,0,161058,158990,158990,16485,,154140,73.87915912,161057,77.19447081,0.5833069719,3.315311688,46.50,-3.76,3
