,銘柄コード,会社名,時価総額,PER(会予),PBR,配当利回り(会予),売上高,売上総利益率,営業CF/売上比率,販管費/売上比率,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,有利子負債/総資産,有利子負債/時価総額,純有利子負債/時価総額,DEレシオ,流動比率,総資産,現金及び預金,売上債権,売上債権回転数,棚卸資産,棚卸資産回転数,有形固定資産,固定負債,有利子負債,純有利子負債,純資産,自己資本,フリーCF,研究開発/売上比率,固定ネットキャッシュ,固定ネットキャッシュ比率,ネットキャッシュ,ネットキャッシュ比率,有形固定資産/総資産,固定負債/総資産
254,9007,小田急電鉄,552692,12.6,1.2,1.9,409837.0,31.3,17.5,18.9,50766.0,12.4,81524.0,19.9,17.3,36.1,47.9,113.4,104.7,1.3,47.5,1307734.0,47824.0,,,7994.0,10.4,1020838.0,485453.0,626681.0,578857.0,472704.0,471716.0,11295,0.1,-437629.0,-33.46468012608069,-578857.0,-44.26412404969206,78.06159356566397,37.12169294367203
255,9041,近鉄GHD,588399,13.1,1.1,1.6,1629529.0,19.2,9.2,13.8,87430.0,5.4,48073.0,3.0,8.7,22.1,50.5,214.1,168.3,2.3,102.6,2495610.0,263723.0,,,23539.0,6.5,1367202.0,1133096.0,1259595.0,990024.0,618167.0,550652.0,93758,,-869373.0,-34.83609217786433,-995872.0,-39.904953097639456,54.7842811977833,45.403568666578515
256,9142,九州旅客鉄道,583160,13.8,1.3,2.5,420402.0,39.3,21.2,28.1,47094.0,11.2,38445.0,9.1,8.5,40.0,37.9,73.1,59.4,0.9,118.7,1125684.0,44066.0,,,79018.0,113.1,739230.0,477299.0,426379.0,346285.0,452167.0,450683.0,44624,0.1,-433233.0,-38.486200390162786,-382313.0,-33.962728438886934,65.66940633428209,42.400798092537514
257,9508,九州電力,630612,5.3,0.6,3.7,2356833.0,,18.3,,199564.0,8.5,128766.0,5.5,12.9,17.3,58.2,533.3,475.8,3.4,84.3,5774025.0,362577.0,,,89698.0,,0.0,3666493.0,3362954.0,3000377.0,1031280.0,999470.0,77742,,-3303916.0,-57.22032724139573,-3000377.0,-51.963353120223765,0.0,63.49977701863085
258,2002,清製粉G本社,549039,14.1,1.1,3.0,858248.0,21.5,8.5,15.9,47791.0,5.6,31743.0,3.7,6.2,61.5,9.8,14.8,6.0,0.2,233.9,829634.0,108693.0,,,126080.0,68.3,250933.0,143804.0,81466.0,32822.0,528173.0,510365.0,44003,0.9,-35111.0,-4.232107170149728,27227.0,3.281808604758243,30.246229060043344,17.33342654712801
259,2282,本ハム,540172,20.8,1.0,2.5,1303432.0,15.6,6.6,13.2,,,28078.0,2.2,5.3,53.4,25.6,47.3,30.5,0.5,152.5,996108.0,84458.0,191012.0,53.5,141226.0,46.9,370620.0,143242.0,255353.0,164692.0,545013.0,531693.0,86586,0.2,-58784.0,-5.901368124741494,-170895.0,-17.15627221144695,37.206808900239736,14.380167612347256
260,3391,ツルハHD,549440,22.2,2.0,2.4,845603.0,30.5,7.6,26.0,37894.0,4.5,17207.0,2.0,6.1,48.2,10.9,11.6,5.3,0.2,146.5,583362.0,92739.0,41180.0,17.8,149194.0,92.6,137942.0,70338.0,63764.0,28975.0,306377.0,281238.0,44533,,22401.0,3.839982720849147,28975.0,4.966898769546183,23.646037966134237,12.057350324498339
261,3405,クラレ,543449,12.1,0.7,3.2,826895.0,32.4,16.7,22.1,85081.0,10.3,31724.0,3.8,4.2,59.2,18.9,45.0,22.6,0.3,285.2,1291238.0,118068.0,166589.0,73.5,256828.0,167.6,540385.0,311216.0,244282.0,122590.0,781790.0,764013.0,66911,3.1,-193148.0,-14.958357793063712,-126214.0,-9.774650374291959,41.85014691327238,24.102140736254665
262,4005,住友化学,584958,23.4,0.6,2.5,2446893.0,20.4,2.1,36.3,488826.0,20.0,311838.0,12.7,,25.3,62.8,401.4,349.1,2.5,123.7,3739477.0,258301.0,568873.0,84.9,708545.0,132.8,796654.0,1191130.0,2347803.0,2042149.0,1152767.0,947894.0,204190,7.5,-932829.0,-24.94544023134786,-2089502.0,-55.87685122812629,21.30388821752347,31.852850010843763
263,4021,産化学,585520,14.3,2.6,3.8,226705.0,46.2,14.9,25.0,48201.0,21.3,38033.0,16.8,16.9,68.4,11.1,6.3,1.3,0.2,242.9,329761.0,29202.0,,,90589.0,271.2,77850.0,16407.0,36656.0,7454.0,228814.0,225639.0,13523,7.6,12795.0,3.880082847880738,-7454.0,-2.2604249744511935,23.608007011138373,4.975421593214479
264,4062,イビデン,570305,22.8,1.1,1.0,370511.0,27.7,39.2,14.8,47568.0,12.8,31490.0,8.5,6.2,46.1,31.0,60.2,2.7,0.7,177.7,1105682.0,358431.0,3373.0,3.3,73136.0,99.6,476005.0,294966.0,343193.0,15238.0,516316.0,509537.0,58809,5.5,63465.0,5.739896281209244,15238.0,1.378153935760915,43.05080484262202,26.677290577218404
265,4527,ロート製薬,551753,17.1,2.2,1.5,270840.0,58.1,12.6,43.3,40048.0,14.8,30936.0,11.4,12.1,63.3,9.6,7.0,4.2,0.2,192.6,403859.0,61713.0,54581.0,73.6,61255.0,196.9,86824.0,30007.0,38806.0,22907.0,267179.0,255689.0,25333,5.0,31706.0,7.850759794878906,22907.0,5.672029099264842,21.498592330491583,7.430068414966609
266,4733,オービックビジネスコンサルタント,535401,30.9,3.4,1.5,46984.0,83.7,37.6,37.4,21744.0,46.3,16182.0,34.4,10.2,76.2,0.0,0.0,30.1,,406.4,208638.0,161057.0,8975.0,69.7,73.0,3.5,1217.0,6917.0,0.0,161058.0,158990.0,158990.0,16485,,154140.0,73.87915911770627,161057.0,77.19447080589346,0.5833069718843163,3.3153116881871956
267,5444,大和工業,521607,13.0,0.9,4.8,168268.0,17.5,42.2,10.7,11493.0,6.8,31833.0,18.9,5.7,84.8,0.3,0.4,42.8,0.0,1227.4,657481.0,224968.0,24054.0,52.2,55218.0,145.3,115119.0,29275.0,1956.0,223012.0,602940.0,557573.0,54224,,195693.0,29.764054018291024,223012.0,33.9191550782456,17.509099122256007,4.452600151183076
268,6417,三共,470841,9.1,1.7,4.7,199099.0,55.6,23.9,19.2,72495.0,36.4,53791.0,27.0,19.5,82.4,0.0,0.0,44.1,,611.9,333938.0,147493.0,,,20172.0,83.3,27115.0,9253.0,0.0,207483.0,276763.0,275173.0,44623,7.6,138240.0,41.39690601249334,147493.0,44.16777964771904,8.119770735885105,2.7708736352257004
271,7211,三菱自動車工業,533389,15.2,0.5,3.8,2789589.0,20.4,5.0,13.5,190971.0,6.8,154709.0,5.5,15.9,42.4,13.8,59.4,15.7,0.3,136.8,2289678.0,400163.0,,,456556.0,75.0,518800.0,223678.0,316669.0,83494.0,1013435.0,971718.0,13961,4.1,176485.0,7.707852370507993,83494.0,3.6465389456508737,22.658207835337546,9.768971881635759
272,7276,小糸製作所,518546,23.6,0.8,3.1,916709.0,10.5,9.6,5.7,44873.0,4.9,46240.0,5.0,7.4,70.5,0.6,1.1,52.1,0.0,315.2,889952.0,270845.0,142519.0,56.7,95100.0,42.3,209643.0,36726.0,5728.0,270419.0,679865.0,627105.0,40077,,234119.0,26.3069244183956,265117.0,29.79003361979073,23.556663730178705,4.126739419654093
273,8056,BIPROGY,532834,18.4,3.2,2.2,404010.0,26.2,11.1,16.7,39066.0,9.7,26965.0,6.7,16.0,51.1,12.9,8.0,4.7,0.3,160.5,330876.0,64801.0,87949.0,79.5,15842.0,19.4,13056.0,36929.0,42599.0,24866.0,171297.0,169050.0,31921,,27872.0,8.423699512808422,22202.0,6.71006661105671,3.945889094403946,11.160978735236162
274,8060,キヤノンマーケティングジャパン,550744,13.9,1.4,3.0,653919.0,32.2,7.3,24.1,53123.0,8.1,39315.0,6.0,10.3,73.3,0.7,0.6,29.3,0.0,271.2,520763.0,163433.0,,,43475.0,35.8,86930.0,17059.0,3424.0,161509.0,382409.0,381484.0,35419,0.2,146374.0,28.107603650797003,160009.0,30.72587722246012,16.692814197629247,3.2757703600294183
275,8804,東京建物,539582,9.8,1.0,3.8,463724.0,27.3,4.1,10.1,79670.0,17.2,65882.0,14.2,12.3,25.8,58.2,224.3,203.7,2.3,245.4,2081226.0,111141.0,,,429832.0,465.4,974614.0,1235913.0,1210519.0,1099378.0,547524.0,536066.0,106258,,-1124772.0,-54.043722305986954,-1099378.0,-52.82357610370042,46.828840308548905,59.38389199443021
276,9962,ミスミG本社,539754,16.9,1.5,2.1,401987.0,46.5,15.0,35.0,46480.0,11.6,36549.0,9.1,10.5,83.2,1.8,1.4,28.1,0.0,612.6,419574.0,159296.0,78390.0,71.2,69652.0,118.2,52522.0,15634.0,7536.0,151760.0,352064.0,349285.0,45027,,143662.0,34.239967204831565,151760.0,36.17002006797371,12.517934857736657,3.7261603435865904
277,9989,サンドラッグ,549278,18.0,2.1,2.8,751777.0,25.2,5.5,19.7,40996.0,5.5,29126.0,3.9,11.1,60.5,7.7,6.1,4.8,0.1,164.7,434032.0,60126.0,30360.0,14.7,99918.0,64.8,130730.0,41965.0,33541.0,26585.0,262746.0,262746.0,2963,,18161.0,4.18425369558005,26585.0,6.125124414789693,30.11989899362259,9.668641943451174
278,2371,カカクコム,513806,25.9,9.0,0.0,66928.0,,29.2,,25819.0,38.6,18095.0,27.0,31.8,62.0,5.3,0.9,7.5,0.1,228.3,91749.0,42969.0,13211.0,72.0,,,2243.0,4279.0,4856.0,38539.0,57152.0,56868.0,17420,0.2,38690.0,42.16939694165604,38113.0,41.54050725348505,2.4447132938778626,4.663811049711714
279,2871,ニチレイ,489967,18.8,1.9,2.4,680091.0,17.7,9.2,12.2,36911.0,5.4,24495.0,3.6,9.4,50.8,22.5,23.5,16.4,0.4,153.0,511815.0,34402.0,120101.0,64.5,55619.0,36.3,211947.0,90148.0,114921.0,80519.0,275066.0,259908.0,33499,0.3,-55746.0,-10.891826148119927,-80519.0,-15.732051620214335,41.41086134638493,17.61339546515831
281,3774,インターネットイニシアティブ,479178,23.3,3.5,1.3,276080.0,23.1,14.8,12.6,29029.0,10.5,19831.0,7.2,14.5,44.4,10.9,7.0,0.9,0.2,116.6,307666.0,34814.0,47080.0,62.2,6505.0,11.2,32897.0,60052.0,33635.0,4340.0,137921.0,136548.0,21837,0.2,-25238.0,-8.203051360891356,1179.0,0.38320776426384456,10.692439203551904,19.51856883763562
282,4004,レゾナック･HD,482806,18.6,0.7,2.4,1391480.0,22.4,11.8,17.5,89036.0,6.4,73503.0,5.3,11.1,30.6,47.1,212.0,145.1,1.5,179.0,2172626.0,294656.0,,,220812.0,74.6,670776.0,985447.0,1023706.0,700315.0,692006.0,664616.0,75341,3.2,-690791.0,-31.7952100361498,-729050.0,-33.556166592869644,30.87397462793873,45.357415404215914
283,4403,油,505993,14.5,1.8,2.0,222252.0,35.8,13.5,16.8,42142.0,19.0,33990.0,15.3,12.4,79.6,1.2,0.8,14.8,0.0,415.9,344908.0,79187.0,4131.0,6.8,63605.0,162.6,78431.0,20205.0,4191.0,74996.0,275528.0,274590.0,12222,3.3,58982.0,17.100792095283378,74996.0,21.743769352986885,22.73968710496712,5.858083894835724
284,4536,参天製薬,503152,15.5,1.8,2.4,301965.0,59.2,24.1,30.3,38541.0,12.8,26642.0,8.8,9.4,71.3,0.0,0.0,15.6,,261.2,398307.0,77851.0,69066.0,83.5,49998.0,148.1,74387.0,36567.0,0.0,78686.0,283211.0,284028.0,61962,8.4,41284.0,10.364869309351832,77851.0,19.545476228135584,18.675795303622582,9.180606918783752
285,5021,コスモエネルギーHD,500970,6.3,0.9,5.6,2729570.0,11.7,6.5,6.2,149200.0,5.5,82060.0,3.0,14.0,25.7,29.3,133.7,105.0,1.1,109.4,2287420.0,144049.0,401617.0,53.7,469102.0,71.0,874926.0,472183.0,669835.0,525786.0,720007.0,586863.0,106831,0.2,-328134.0,-14.345157426270646,-525786.0,-22.98598420928382,38.249468833882716,20.64260170847505
286,5101,横浜ゴム,506993,6.2,0.6,3.2,1094746.0,35.6,8.6,23.3,119157.0,10.9,74919.0,6.8,8.4,51.5,25.2,86.4,57.7,0.5,200.0,1735544.0,136215.0,281020.0,93.7,280633.0,145.3,517516.0,456684.0,438022.0,292748.0,904013.0,893971.0,16706,1.8,-320469.0,-18.465046118104755,-301807.0,-17.389763670641596,29.818662044868926,26.31359389332682
287,5333,本碍子,527132,9.6,0.7,3.7,619513.0,28.4,15.6,15.3,81241.0,13.1,54933.0,8.9,7.6,63.0,22.1,47.9,2.2,0.4,373.9,1142986.0,197974.0,121471.0,71.6,241936.0,199.1,356636.0,236567.0,252241.0,11628.0,727506.0,719804.0,52910,,-38593.0,-3.3765067988584287,-54267.0,-4.7478271824851745,31.202131959621553,20.697278881806078
289,6370,栗田工業,527531,26.0,1.5,0.0,384825.0,34.3,13.2,23.3,41232.0,10.7,29189.0,7.6,8.4,61.5,23.2,25.0,12.3,0.4,164.5,568178.0,61168.0,127293.0,120.7,22908.0,33.1,205828.0,80850.0,131688.0,64697.0,351999.0,349466.0,18820,1.9,-19682.0,-3.4640552784514713,-70520.0,-12.411603405974889,36.22597143852806,14.229695623554589
291,7261,マツダ,550295,3.9,0.3,6.3,4827662.0,21.5,8.7,16.3,250503.0,5.2,207696.0,4.3,11.6,45.2,17.6,127.0,67.1,0.4,156.0,3967102.0,962348.0,129721.0,9.8,736630.0,71.0,1221048.0,783571.0,699077.0,369271.0,1811972.0,1793726.0,303652,3.0,178777.0,4.50648861561916,263271.0,6.636355707516469,30.77934472065503,19.75172304619342
293,7951,ヤマハ,511028,37.9,1.0,0.0,462866.0,37.0,9.5,29.7,28999.0,6.3,29642.0,6.4,6.0,77.9,2.6,3.2,20.4,0.0,377.1,634129.0,114828.0,83785.0,66.1,164824.0,206.2,120595.0,38879.0,16248.0,104241.0,495322.0,493996.0,20916,5.8,75949.0,11.97690059908946,98580.0,15.545732808308719,19.017423899553563,6.1310868924146344
295,9001,東武鉄道,534388,10.7,1.0,2.4,631461.0,31.3,14.3,19.5,74604.0,11.8,51330.0,8.1,9.3,31.6,44.4,145.8,139.2,1.4,40.3,1753200.0,35110.0,69342.0,40.1,,,1410893.0,753713.0,779054.0,743944.0,560753.0,554508.0,20809,,-718603.0,-40.988078941364364,-743944.0,-42.43349304129592,80.47530230435774,42.99070271503536
297,9506,東北電力,521417,3.9,0.5,3.8,2644912.0,,15.5,,280332.0,10.6,182807.0,6.9,18.6,18.3,54.3,562.3,471.3,3.0,99.2,5398213.0,474520.0,221095.0,30.5,78861.0,,0.0,3237736.0,2932039.0,2457519.0,1008809.0,985184.0,16254,,-2763216.0,-51.187605972569074,-2457519.0,-45.52467640680351,0.0,59.97792232355411
298,1969,高砂熱学工業,427061,15.5,2.5,2.6,363366.0,16.5,3.6,9.8,24192.0,6.7,19612.0,5.4,11.5,50.1,8.5,6.8,1.8,0.2,171.8,339666.0,36706.0,8966.0,9.0,,,23636.0,21094.0,28946.0,7760.0,173752.0,170170.0,16447,0.8,15612.0,4.596279874935966,7760.0,2.284597221976883,6.958600507557423,6.210218273244894
300,2579,コカ･コーラボトラーズジャパンHD,419925,38.2,0.9,2.4,892681.0,45.1,5.5,43.6,13390.0,1.5,7389.0,0.8,1.7,58.5,32.3,58.7,43.3,0.6,177.0,762709.0,64300.0,109798.0,44.9,76045.0,56.6,376766.0,167721.0,246367.0,181806.0,446732.0,446515.0,20725,,-103421.0,-13.559693146403152,-182067.0,-23.871096315895052,49.39839440730344,21.990169251968968
301,2809,キユーピー,460929,15.8,1.5,1.9,483985.0,30.5,13.0,23.4,34329.0,7.1,21419.0,4.4,6.8,68.8,1.7,1.7,16.2,0.0,216.0,454629.0,65849.0,61472.0,46.4,41224.0,44.8,148262.0,24008.0,7689.0,74660.0,342962.0,312811.0,39199,0.8,41841.0,9.20332842823489,58160.0,12.792848674413642,32.611645979468975,5.28078939090995
302,3086,J.フロントリテイリング,448569,15.0,1.1,3.1,441877.0,48.1,19.4,36.0,58199.0,13.2,41424.0,9.4,10.1,35.2,43.0,111.5,97.3,1.2,70.6,1164147.0,54975.0,156663.0,129.4,12662.0,20.2,469417.0,399570.0,500305.0,436640.0,423235.0,409647.0,68826,,-344595.0,-29.600643217737964,-445330.0,-38.25376004920341,40.32282864621048,34.32298498385513
303,4088,エア･ウォーター,449974,9.0,0.9,3.3,1024540.0,21.5,7.8,15.5,68272.0,6.7,44360.0,4.3,8.6,40.8,60.6,170.0,152.9,1.5,138.2,1261177.0,65012.0,237822.0,84.7,108055.0,49.0,511767.0,391943.0,764819.0,687977.0,533559.0,514404.0,13157,0.6,-326931.0,-25.922689677975413,-699807.0,-55.48840487893452,40.57852307804535,31.077556917070325
304,4182,三菱瓦斯化学,438330,9.1,0.7,4.3,813417.0,21.3,9.0,15.5,47337.0,5.8,38818.0,4.8,5.8,59.7,17.3,44.5,28.1,0.3,176.1,1124867.0,71880.0,,,209345.0,119.3,354381.0,150799.0,194979.0,123099.0,702048.0,672071.0,7342,3.2,-78919.0,-7.01585165179528,-123099.0,-10.943427089602594,31.50425783670425,13.405940435624833
305,4912,ライオン,478564,19.1,1.6,1.7,412943.0,45.7,10.6,39.3,28387.0,6.9,21197.0,5.1,7.2,59.1,6.0,6.2,18.7,0.1,176.6,497167.0,102240.0,76197.0,67.4,53252.0,86.7,128143.0,39094.0,29736.0,89395.0,315694.0,293718.0,24660,2.8,63146.0,12.701164799755412,72504.0,14.583429712752455,25.774639105169893,7.86335376241786
306,5110,住友ゴム工業,487390,10.8,0.7,3.8,1211856.0,29.6,8.6,22.3,11186.0,0.9,9865.0,0.8,1.5,48.9,18.8,51.8,30.7,0.4,180.7,1341123.0,100382.0,221679.0,66.8,290947.0,124.4,444047.0,294698.0,252442.0,149798.0,675810.0,656134.0,32088,2.3,-194316.0,-14.489051339809993,-152060.0,-11.338259056029909,33.11008759077281,21.973972558818243
307,5233,太平洋セメント,430258,7.7,0.7,2.1,886275.0,21.7,15.9,15.3,56470.0,6.4,43272.0,4.9,7.2,43.2,27.9,90.1,68.7,0.6,108.0,1391368.0,91924.0,47539.0,19.6,128064.0,67.3,679057.0,331163.0,387595.0,295671.0,635202.0,601311.0,53384,0.6,-239239.0,-17.19451647587123,-295671.0,-21.250380920072907,48.80498904675111,23.801251717733916
309,5947,リンナイ,458350,16.2,1.2,2.5,430186.0,32.0,10.1,22.9,39362.0,9.1,26667.0,6.2,6.8,68.2,0.0,0.0,32.5,,351.7,574650.0,140801.0,13190.0,11.2,79605.0,99.4,149593.0,36017.0,0.0,149005.0,443085.0,391753.0,5987,3.3,104784.0,18.23440354998695,140801.0,24.502044722874793,26.032019490124426,6.267641172887845
310,6113,アマダ,470618,13.1,0.9,4.3,403500.0,43.4,11.8,29.5,56507.0,14.0,40638.0,10.1,7.8,80.2,2.0,2.8,23.0,0.0,386.1,653146.0,95600.0,123859.0,112.0,152764.0,244.2,180385.0,18161.0,13093.0,108355.0,528791.0,524110.0,31550,1.7,77439.0,11.856307778046563,82507.0,12.632244551754127,27.617867980512777,2.780542175868795
311,6406,フジテック,437037,30.8,2.9,2.9,229401.0,21.1,7.6,14.7,14571.0,6.4,17830.0,7.8,11.9,58.6,2.2,1.3,15.9,0.0,227.3,254940.0,75131.0,,,23379.0,47.1,42326.0,7467.0,5496.0,69635.0,164535.0,149370.0,14287,1.3,67664.0,26.541146936534087,69635.0,27.31427002431945,16.60233780497372,2.9289244528124265
312,6481,THK,428320,23.8,1.1,0.0,352759.0,23.2,8.1,18.3,17349.0,4.9,10439.0,3.0,2.7,67.6,17.0,22.5,10.2,0.3,403.8,567418.0,138293.0,81474.0,84.3,91660.0,123.5,203783.0,96693.0,96514.0,43781.0,389795.0,383646.0,1151,2.0,41600.0,7.331455822691561,41779.0,7.363002231159392,35.91408802681621,17.040876390949883
315,9008,京王電鉄,476002,11.6,1.1,2.5,408694.0,23.7,12.8,13.0,43840.0,10.7,29243.0,7.2,7.0,38.0,41.9,96.9,79.6,1.1,108.2,1102542.0,82475.0,,,131296.0,153.7,695861.0,429983.0,461453.0,378978.0,419008.0,418897.0,7962,,-347508.0,-31.518799283836806,-378978.0,-34.3731123168097,63.11423963894346,38.99923993825178
316,9513,電源開発,462037,5.3,0.4,4.0,1257998.0,,20.2,4.3,105704.0,8.4,77774.0,6.2,6.1,35.6,46.7,364.4,296.2,1.3,183.4,3603255.0,315271.0,,,84419.0,,0.0,1813768.0,1683819.0,1368548.0,1404299.0,1283367.0,138181,0.6,-1498497.0,-41.58731480286574,-1368548.0,-37.98088117549271,0.0,50.33693146890798
317,9831,ヤマダHD,318744,11.3,0.5,2.8,1592009.0,28.5,3.4,25.9,41489.0,2.6,24055.0,1.5,3.8,45.6,23.9,104.3,81.6,0.5,133.7,1389558.0,72161.0,98020.0,22.5,465243.0,149.2,447025.0,201870.0,332403.0,260242.0,640672.0,633096.0,28217,0.0,-129709.0,-9.33455098671664,-260242.0,-18.728401405338964,32.17030163548409,14.527641163593028
318,1721,コムシスHD,379497,14.1,1.0,3.4,571186.0,13.3,7.8,6.4,39221.0,6.9,27453.0,4.8,7.5,70.6,1.9,2.6,12.1,0.0,249.3,515355.0,55942.0,,,,,146371.0,21786.0,10028.0,45914.0,370758.0,363989.0,25548,0.0,34156.0,6.627664425493107,45914.0,8.909198513645933,28.40197533738879,4.227377244811828
319,2433,博報堂DYHD,398064,26.5,1.1,3.0,946776.0,41.6,1.0,38.0,34288.0,3.6,24923.0,2.6,6.6,39.3,16.3,39.4,0.7,0.4,165.6,960367.0,143114.0,369503.0,142.5,52414.0,34.6,54760.0,183605.0,156829.0,2919.0,400226.0,377204.0,7083,,-40491.0,-4.216200681614424,-13715.0,-1.428099882649029,5.701986844612528,19.118212100165874
320,2784,アルフレッサHD,399907,14.3,0.8,2.9,2858500.0,7.2,3.0,5.9,38460.0,1.3,29558.0,1.0,6.0,30.9,1.9,7.8,42.5,0.1,120.1,1591296.0,200757.0,729395.0,93.1,200103.0,27.5,188948.0,64306.0,31000.0,169856.0,492654.0,492463.0,71051,0.1,136451.0,8.574834600225225,169757.0,10.667845579954955,11.873843709781209,4.0411086309523805
321,3923,ラクス,395683,49.4,21.2,0.2,38408.0,71.9,13.8,57.4,5559.0,14.5,4185.0,10.9,22.4,71.1,1.5,0.1,2.0,0.0,211.0,26282.0,8167.0,6679.0,63.5,,,2132.0,259.0,404.0,7763.0,18691.0,18691.0,4434,0.2,7908.0,30.089034320066965,7763.0,29.53732592648961,8.112015828323567,0.9854653374933414
322,4186,東京応化工業,389953,15.9,1.9,2.2,200966.0,36.5,15.0,20.1,33090.0,16.5,22683.0,11.3,11.3,71.1,3.7,2.7,13.5,0.1,280.5,281930.0,59047.0,42846.0,77.8,36885.0,105.6,89942.0,14352.0,10542.0,52504.0,213473.0,200534.0,4640,7.2,44695.0,15.853225978079665,48505.0,17.204625261589758,31.902245238179688,5.090625332529351
323,4967,小林製薬,398307,37.9,1.9,1.9,165600.0,52.9,6.8,37.9,24860.0,15.0,10067.0,6.1,4.7,80.2,0.3,0.2,16.3,0.0,311.2,265368.0,50873.0,49442.0,109.0,24163.0,113.1,67448.0,5473.0,846.0,64899.0,213471.0,212779.0,15383,5.5,45400.0,17.108317506255464,50027.0,18.851933918181544,25.416779717222877,2.062418980434717
324,5105,TOYO TIRE,411344,8.2,0.9,4.7,565358.0,40.8,11.9,24.2,93981.0,16.6,74810.0,13.2,15.8,65.4,14.1,24.8,3.7,0.2,247.7,722666.0,86636.0,130369.0,84.2,122844.0,134.0,287153.0,99221.0,102053.0,15417.0,472552.0,472552.0,39223,2.4,-12585.0,-1.7414683961885575,-15417.0,-2.1333506765227646,39.73523038305386,13.729855839350405
325,5631,本製鋼所,424034,26.5,2.3,1.3,252501.0,22.5,8.6,15.4,18014.0,7.1,14278.0,5.7,7.7,49.5,11.2,9.9,7.2,0.2,182.6,375022.0,72591.0,49491.0,71.5,130317.0,243.1,52907.0,36245.0,42061.0,30530.0,187522.0,185723.0,11843,2.2,36346.0,9.691698087045559,30530.0,8.140855736463461,14.1077056812667,9.664766333708423
327,6856,堀場製作所,421203,11.1,1.3,2.9,317369.0,43.1,12.7,27.9,48340.0,15.2,33591.0,10.6,10.7,65.2,13.4,15.3,19.5,0.2,335.9,481616.0,144272.0,82582.0,95.0,97677.0,197.5,112972.0,66627.0,64404.0,81930.0,314704.0,314017.0,20888,7.2,77645.0,16.12176505763928,79868.0,16.58333610179064,23.456861898275804,13.83405036377529
329,6965,浜松ホトニクス,405783,22.5,1.3,2.8,203961.0,50.9,18.7,35.2,32118.0,15.7,25145.0,12.3,8.0,70.3,12.9,14.2,11.5,0.2,224.9,448501.0,101655.0,45287.0,81.0,84908.0,309.7,138333.0,21907.0,57675.0,46669.0,316814.0,315148.0,8541,6.6,79748.0,17.78100829206624,43980.0,9.805998202902558,30.84340949072577,4.884493011163855
330,7164,全国保証,412679,13.1,1.8,3.4,51638.0,,60.6,,39102.0,75.7,28796.0,55.8,12.8,48.0,6.4,7.3,21.1,0.1,419.7,467694.0,107573.0,,,,,698.0,211683.0,30000.0,87089.0,224638.0,224638.0,29321,,-104110.0,-22.260281295034787,77573.0,16.58627222072552,0.1492428810290489,45.26100398978819
331,8111,ゴールドウイン,362434,15.1,3.4,0.0,126907.0,52.9,14.6,34.1,23847.0,18.8,24281.0,19.1,23.0,69.5,0.8,0.3,11.0,0.0,215.8,152155.0,40991.0,9696.0,27.9,21028.0,128.5,10318.0,1945.0,1209.0,39782.0,106608.0,105785.0,16557,0.6,39046.0,25.661989418684893,39782.0,26.145706680687457,6.781242811606586,1.278301731786665
332,8279,ヤオコー,386946,20.7,2.1,1.2,595348.0,25.0,6.2,24.1,29328.0,4.9,18243.0,3.1,9.8,48.8,20.0,19.7,6.1,0.4,119.9,380763.0,52606.0,17067.0,10.5,14238.0,11.6,229383.0,103124.0,76245.0,23639.0,190503.0,185772.0,12543,,-50518.0,-13.267570641054935,-23639.0,-6.208323812975525,60.242985794313,27.08351389184348
333,9006,京浜急行電鉄,415228,19.3,1.1,1.2,280624.0,24.7,23.6,14.7,28040.0,10.0,83750.0,29.8,22.7,35.8,44.5,110.2,99.7,1.2,86.8,1029428.0,43884.0,,,3807.0,6.6,688266.0,464986.0,457780.0,413896.0,371225.0,368576.0,6650,,-421102.0,-40.906406276106736,-413896.0,-40.20640588754143,66.85907125121912,45.16935618615386
334,9045,京阪HD,356406,13.4,1.2,1.2,302147.0,26.1,13.5,14.9,33904.0,11.2,24890.0,8.2,8.1,36.2,44.5,106.4,98.5,1.2,125.3,852786.0,27916.0,,,2192.0,3.6,528931.0,342200.0,379299.0,350915.0,315772.0,308634.0,7935,,-314284.0,-36.853794504131166,-351383.0,-41.20412389509209,62.023884069391386,40.127300401273004
335,9076,セイノーHD,385449,19.6,0.9,4.4,642811.0,11.4,7.5,7.8,23403.0,3.6,14561.0,2.3,3.4,55.0,10.6,21.4,0.1,0.2,137.5,775966.0,82872.0,7720.0,4.4,18705.0,12.0,420181.0,148797.0,82446.0,426.0,452657.0,427008.0,25041,,-65925.0,-8.495861932094963,426.0,0.05489931259874788,54.14940860810912,19.175711306938705
336,9533,東邦瓦斯,411561,16.5,0.9,2.1,656010.0,26.3,12.7,,30887.0,4.7,25454.0,3.9,5.7,59.1,17.6,32.4,21.0,0.3,156.1,758765.0,46749.0,,,28248.0,21.3,298815.0,190077.0,133322.0,86573.0,448394.0,448394.0,38853,,-143328.0,-18.889643038358386,-86573.0,-11.409725013673535,39.381758515482396,25.0508391926354
